"","Year","Council","","20% most deprived","2","3","4","20% least deprived","All"
"1676","2017","Scotland","Vandalism / graffiti / damage to property","19.1","10.6","6.7","3.5","4.8","8.8"
"1677","2017","Scottish Borders","Vandalism / graffiti / damage to property","*","*","-","4.1","*","4.5"
"1678","2017","Shetland Islands","Vandalism / graffiti / damage to property","-","*","4","1.7","-","2.6"
"1679","2017","South Ayrshire","Vandalism / graffiti / damage to property","*","6","11.8","*","0.6","7"
"1680","2017","South Lanarkshire","Vandalism / graffiti / damage to property","15","13.7","4.2","2.5","2.2","8.2"
"1681","2017","Stirling","Vandalism / graffiti / damage to property","*","*","*","2.5","1.6","2.6"
"1682","2017","West Dunbartonshire","Vandalism / graffiti / damage to property","14","13.1","*","*","*","11.5"
"1683","2017","West Lothian","Vandalism / graffiti / damage to property","7","12.1","10.4","*","*","8"
"1684","2017","Aberdeen City","Groups or individual harassing others","*","8.3","2.6","2.8","1.1","3.8"
"1685","2017","Aberdeenshire","Groups or individual harassing others","*","*","2","0.9","1.1","2.5"
"1686","2017","Angus","Groups or individual harassing others","*","*","-","3","*","1.6"
"1687","2017","Argyll & Bute","Groups or individual harassing others","*","*","1.1","4.2","*","2.8"
"1688","2017","Clackmannanshire","Groups or individual harassing others","8.4","1.2","2.5","*","*","2.8"
"1689","2017","Dumfries & Galloway","Groups or individual harassing others","*","17.9","1.4","*","*","6.9"
"1690","2017","Dundee City","Groups or individual harassing others","15.7","*","*","*","*","8.1"
"1691","2017","East Ayrshire","Groups or individual harassing others","14.9","3.2","*","*","*","6"
"1692","2017","East Dunbartonshire","Groups or individual harassing others","*","*","*","*","1","2.3"
"1693","2017","East Lothian","Groups or individual harassing others","*","5.2","12.4","6.8","*","6.6"
"1694","2017","East Renfrewshire","Groups or individual harassing others","*","*","*","*","1.3","1.9"
"1695","2017","Edinburgh, City of","Groups or individual harassing others","27.9","15.8","5","3.8","1.1","7.7"
"1696","2017","Falkirk","Groups or individual harassing others","*","7","6.1","-","*","4.3"
"1697","2017","Fife","Groups or individual harassing others","9.6","20","1.6","3.2","2.5","7.8"
"1698","2017","Glasgow City","Groups or individual harassing others","8.9","7.6","3.9","2.5","1.4","6.3"
"1699","2017","Highland","Groups or individual harassing others","*","-","6.7","2.5","*","4.4"
"1700","2017","Inverclyde","Groups or individual harassing others","5.5","*","*","*","*","3.5"
"1701","2017","Midlothian","Groups or individual harassing others","*","19","10.4","*","*","15.1"
"1702","2017","Moray","Groups or individual harassing others","*","*","0.9","3.2","*","3.1"
"1703","2017","Na-h Eileanan Siar","Groups or individual harassing others","-","2.8","0.8","*","-","1.3"
"1704","2017","North Ayrshire","Groups or individual harassing others","8.3","*","*","*","*","6.2"
"1705","2017","North Lanarkshire","Groups or individual harassing others","14","4.7","6.3","3.5","*","7.7"
"1706","2017","Orkney Islands","Groups or individual harassing others","-","*","2.4","1.1","*","1.2"
"1707","2017","Perth & Kinross","Groups or individual harassing others","*","*","1.1","-","*","4.3"
"1708","2017","Renfrewshire","Groups or individual harassing others","17","*","*","*","*","6.2"
"1709","2017","Scotland","Groups or individual harassing others","12","9","3.6","2.3","1.5","5.6"
"1710","2017","Scottish Borders","Groups or individual harassing others","*","*","1.1","-","*","3.3"
"1711","2017","Shetland Islands","Groups or individual harassing others","-","*","4.3","-","-","1.5"
"1712","2017","South Ayrshire","Groups or individual harassing others","*","4.7","-","*","0.6","5"
"1713","2017","South Lanarkshire","Groups or individual harassing others","11.1","5.5","4.7","3.9","2.2","5.4"
"1714","2017","Stirling","Groups or individual harassing others","*","*","*","-","-","1.6"
"1715","2017","West Dunbartonshire","Groups or individual harassing others","6.4","9.9","*","*","*","7.7"
"1716","2017","West Lothian","Groups or individual harassing others","9.2","11.2","3.3","*","*","5.9"
"1717","2017","Aberdeen City","Drugs misuse","*","9.4","8","7.6","1.1","7.6"
"1718","2017","Aberdeenshire","Drugs misuse","*","*","6.2","3.5","3.2","6.8"
"1719","2017","Angus","Drugs misuse","*","*","4","2.5","*","10.4"
"1720","2017","Argyll & Bute","Drugs misuse","*","*","6.9","17.7","*","17.5"
"1721","2017","Clackmannanshire","Drugs misuse","17.8","8.6","-","*","*","6.9"
"1722","2017","Dumfries & Galloway","Drugs misuse","*","18.8","6.8","*","*","10.6"
"1723","2017","Dundee City","Drugs misuse","36.2","*","*","*","*","18.8"
"1724","2017","East Ayrshire","Drugs misuse","33.8","14.7","*","*","*","16.2"
"1725","2017","East Dunbartonshire","Drugs misuse","*","*","*","*","4","8.2"
"1726","2017","East Lothian","Drugs misuse","*","10.4","17.4","7.3","*","9.8"
"1727","2017","East Renfrewshire","Drugs misuse","*","*","*","*","5.3","7.8"
"1728","2017","Edinburgh, City of","Drugs misuse","38.9","22.1","17","7.8","4.7","13.9"
"1729","2017","Falkirk","Drugs misuse","*","13.1","11","8","*","12"
"1730","2017","Fife","Drugs misuse","40.7","16.7","11","7.7","3.8","16.3"
"1731","2017","Glasgow City","Drugs misuse","22.4","13.4","6.9","5.3","5.1","14.5"
"1732","2017","Highland","Drugs misuse","*","10","13.4","4","*","10.2"
"1733","2017","Inverclyde","Drugs misuse","18.3","*","*","*","*","11.6"
"1734","2017","Midlothian","Drugs misuse","*","20.4","30.7","*","*","18.9"
"1735","2017","Moray","Drugs misuse","*","*","15.2","7.7","*","11.6"
"1736","2017","Na-h Eileanan Siar","Drugs misuse","-","7.4","1.1","*","-","2.4"
"1737","2017","North Ayrshire","Drugs misuse","29.3","*","*","*","*","16.8"
"1738","2017","North Lanarkshire","Drugs misuse","23.3","12.3","8.2","3.3","*","13.2"
"1739","2017","Orkney Islands","Drugs misuse","-","*","2.8","2.2","*","2.4"
"1740","2017","Perth & Kinross","Drugs misuse","*","*","10.2","1.4","*","9"
"1741","2017","Renfrewshire","Drugs misuse","27.3","*","*","*","*","11.4"
"1742","2017","Scotland","Drugs misuse","29.1","16.6","9.1","5","4.1","12.6"
"1743","2017","Scottish Borders","Drugs misuse","*","*","10.5","3.4","*","9.5"
"1744","2017","Shetland Islands","Drugs misuse","-","*","8.4","5.1","-","6.8"
"1745","2017","South Ayrshire","Drugs misuse","*","13.5","2.7","*","-","9.6"
"1746","2017","South Lanarkshire","Drugs misuse","33.7","16.3","5.2","3.5","6.6","13.1"
"1747","2017","Stirling","Drugs misuse","*","*","*","4.8","2","7.1"
"1748","2017","West Dunbartonshire","Drugs misuse","36.9","24.2","*","*","*","26.3"
"1749","2017","West Lothian","Drugs misuse","28.9","23.2","9","*","*","14.7"
"1750","2017","Aberdeen City","Rowdy behaviour","*","7.5","17.9","12.6","3.9","12.6"
"1751","2017","Aberdeenshire","Rowdy behaviour","*","*","6.1","3.1","3.8","5.7"
"1752","2017","Angus","Rowdy behaviour","*","*","3.4","5.2","*","8.3"
"1753","2017","Argyll & Bute","Rowdy behaviour","*","*","1.8","15.1","*","11.3"
"1754","2017","Clackmannanshire","Rowdy behaviour","23.3","8.3","1.1","*","*","8.4"
"1755","2017","Dumfries & Galloway","Rowdy behaviour","*","10.5","1.7","*","*","5.9"
"1756","2017","Dundee City","Rowdy behaviour","23.1","*","*","*","*","13.7"
"1757","2017","East Ayrshire","Rowdy behaviour","21.8","6","*","*","*","9.8"
"1758","2017","East Dunbartonshire","Rowdy behaviour","*","*","*","*","10.3","8.3"
"1759","2017","East Lothian","Rowdy behaviour","*","11.1","15.7","9.5","*","10.1"
"1760","2017","East Renfrewshire","Rowdy behaviour","*","*","*","*","2.5","5.9"
"1761","2017","Edinburgh, City of","Rowdy behaviour","34.5","30.4","29.6","13.4","6.2","17.7"
"1762","2017","Falkirk","Rowdy behaviour","*","9.4","18.4","3.8","*","10.6"
"1763","2017","Fife","Rowdy behaviour","31.1","18.3","6.9","4.3","4.5","13.5"
"1764","2017","Glasgow City","Rowdy behaviour","23.9","18.6","15.9","18.9","11","19.7"
"1765","2017","Highland","Rowdy behaviour","*","4.9","7.6","6.6","*","8.2"
"1766","2017","Inverclyde","Rowdy behaviour","16.6","*","*","*","*","11.6"
"1767","2017","Midlothian","Rowdy behaviour","*","24.3","16.2","*","*","16.4"
"1768","2017","Moray","Rowdy behaviour","*","*","3.6","3.1","*","7.9"
"1769","2017","Na-h Eileanan Siar","Rowdy behaviour","-","11.2","0.4","*","-","2.5"
"1770","2017","North Ayrshire","Rowdy behaviour","11.5","*","*","*","*","7.6"
"1771","2017","North Lanarkshire","Rowdy behaviour","32.6","7.2","8.7","4","*","14.8"
"1772","2017","Orkney Islands","Rowdy behaviour","-","*","0.9","1.4","*","2.4"
"1773","2017","Perth & Kinross","Rowdy behaviour","*","*","2.3","2.4","*","7.2"
"1774","2017","Renfrewshire","Rowdy behaviour","34.7","*","*","*","*","12.4"
"1775","2017","Scotland","Rowdy behaviour","25.6","13.8","8.9","6.4","5","11.8"
"1776","2017","Scottish Borders","Rowdy behaviour","*","*","12.2","-","*","8.6"
"1777","2017","Shetland Islands","Rowdy behaviour","-","*","6.5","3.7","-","4.7"
"1778","2017","South Ayrshire","Rowdy behaviour","*","5.7","4.7","*","1.4","5.2"
"1779","2017","South Lanarkshire","Rowdy behaviour","12.8","9","2.5","4.2","2.9","6.5"
"1780","2017","Stirling","Rowdy behaviour","*","*","*","2.8","-","4"
"1781","2017","West Dunbartonshire","Rowdy behaviour","27.9","22","*","*","*","20.7"
"1782","2017","West Lothian","Rowdy behaviour","14","19.2","5.8","*","*","10.5"
"1783","2017","Aberdeen City","Noisy neighbours/regular loud parties","*","10.8","21.1","5.7","5.1","11.3"
"1784","2017","Aberdeenshire","Noisy neighbours/regular loud parties","*","*","7.6","3.3","4.2","6"
"1785","2017","Angus","Noisy neighbours/regular loud parties","*","*","-","-","*","4.7"
"1786","2017","Argyll & Bute","Noisy neighbours/regular loud parties","*","*","2.2","4.4","*","4.4"
"1787","2017","Clackmannanshire","Noisy neighbours/regular loud parties","10.5","2.8","5.3","*","*","3.9"
"1788","2017","Dumfries & Galloway","Noisy neighbours/regular loud parties","*","11.1","9.8","*","*","8.6"
"1789","2017","Dundee City","Noisy neighbours/regular loud parties","17.8","*","*","*","*","12"
"1790","2017","East Ayrshire","Noisy neighbours/regular loud parties","18.6","10.7","*","*","*","9.9"
"1791","2017","East Dunbartonshire","Noisy neighbours/regular loud parties","*","*","*","*","1.2","6.9"
"1792","2017","East Lothian","Noisy neighbours/regular loud parties","*","9.9","10","14.3","*","10.7"
"1793","2017","East Renfrewshire","Noisy neighbours/regular loud parties","*","*","*","*","3.2","5.7"
"1794","2017","Edinburgh, City of","Noisy neighbours/regular loud parties","36.2","25.4","30.1","8","9.6","17.9"
"1795","2017","Falkirk","Noisy neighbours/regular loud parties","*","13.3","10.5","2.9","*","7.5"
"1796","2017","Fife","Noisy neighbours/regular loud parties","32.7","13.8","5.9","2.6","-","11.4"
"1797","2017","Glasgow City","Noisy neighbours/regular loud parties","17","11.8","14.9","15.6","9.5","14.8"
"1798","2017","Highland","Noisy neighbours/regular loud parties","*","4.8","10.7","0.9","*","7.1"
"1799","2017","Inverclyde","Noisy neighbours/regular loud parties","19.9","*","*","*","*","12.8"
"1800","2017","Midlothian","Noisy neighbours/regular loud parties","*","11.5","10.9","*","*","10.6"
"1801","2017","Moray","Noisy neighbours/regular loud parties","*","*","6.7","8.1","*","12.2"
"1802","2017","Na-h Eileanan Siar","Noisy neighbours/regular loud parties","-","5.3","-","*","-","1.3"
"1803","2017","North Ayrshire","Noisy neighbours/regular loud parties","12.3","*","*","*","*","7.2"
"1804","2017","North Lanarkshire","Noisy neighbours/regular loud parties","20.9","11.4","7","5.1","*","12"
"1805","2017","Orkney Islands","Noisy neighbours/regular loud parties","-","*","5.2","2.3","*","4.6"
"1806","2017","Perth & Kinross","Noisy neighbours/regular loud parties","*","*","5.4","5.6","*","10.3"
"1807","2017","Renfrewshire","Noisy neighbours/regular loud parties","19.1","*","*","*","*","10.2"
"1808","2017","Scotland","Noisy neighbours/regular loud parties","20.8","14.3","9.3","5.1","5.3","10.8"
"1809","2017","Scottish Borders","Noisy neighbours/regular loud parties","*","*","9.7","3.1","*","9.8"
"1810","2017","Shetland Islands","Noisy neighbours/regular loud parties","-","*","4","5.7","-","5.5"
"1811","2017","South Ayrshire","Noisy neighbours/regular loud parties","*","5","3.1","*","2.3","5.5"
"1812","2017","South Lanarkshire","Noisy neighbours/regular loud parties","24.3","9.4","3.2","6.2","3.3","9.1"
"1813","2017","Stirling","Noisy neighbours/regular loud parties","*","*","*","4.1","1.9","5.5"
"1814","2017","West Dunbartonshire","Noisy neighbours/regular loud parties","19","16.1","*","*","*","14.7"
"1815","2017","West Lothian","Noisy neighbours/regular loud parties","23.9","25","10.7","*","*","17"
"1816","2017","Aberdeen City","Neighbour disputes","*","10.7","4.3","3.7","2.2","6.1"
"1817","2017","Aberdeenshire","Neighbour disputes","*","*","4.3","0.9","1.1","2.2"
"1818","2017","Angus","Neighbour disputes","*","*","2.3","-","*","3.8"
"1819","2017","Argyll & Bute","Neighbour disputes","*","*","4.1","1.2","*","2.2"
"1820","2017","Clackmannanshire","Neighbour disputes","8.1","2.4","1.2","*","*","2.5"
"1821","2017","Dumfries & Galloway","Neighbour disputes","*","9.2","6.6","*","*","7.2"
"1822","2017","Dundee City","Neighbour disputes","8.7","*","*","*","*","4.6"
"1823","2017","East Ayrshire","Neighbour disputes","7.3","2","*","*","*","4.1"
"1824","2017","East Dunbartonshire","Neighbour disputes","*","*","*","*","1.5","4.1"
"1825","2017","East Lothian","Neighbour disputes","*","6.1","9.2","8.5","*","6.6"
"1826","2017","East Renfrewshire","Neighbour disputes","*","*","*","*","1.1","3.2"
"1827","2017","Edinburgh, City of","Neighbour disputes","33.2","12.3","12.6","2.8","1.9","9.2"
"1828","2017","Falkirk","Neighbour disputes","*","13.2","15.3","2.6","*","8.6"
"1829","2017","Fife","Neighbour disputes","23.8","8","2.2","3.5","-","7.7"
"1830","2017","Glasgow City","Neighbour disputes","8.6","4.8","4.8","2.2","1.9","5.8"
"1831","2017","Highland","Neighbour disputes","*","4.5","6.3","3.1","*","5.9"
"1832","2017","Inverclyde","Neighbour disputes","1.8","*","*","*","*","0.9"
"1833","2017","Midlothian","Neighbour disputes","*","7.2","8.5","*","*","11"
"1834","2017","Moray","Neighbour disputes","*","*","5.9","3.2","*","6.4"
"1835","2017","Na-h Eileanan Siar","Neighbour disputes","-","4.2","2","*","-","2.5"
"1836","2017","North Ayrshire","Neighbour disputes","4.2","*","*","*","*","5.4"
"1837","2017","North Lanarkshire","Neighbour disputes","11.7","11","4.4","6.1","*","8.6"
"1838","2017","Orkney Islands","Neighbour disputes","-","*","6.9","1.9","*","2.9"
"1839","2017","Perth & Kinross","Neighbour disputes","*","*","2.2","10.3","*","7.1"
"1840","2017","Renfrewshire","Neighbour disputes","14.5","*","*","*","*","5.8"
"1841","2017","Scotland","Neighbour disputes","12.3","7.1","5","3.3","1.9","5.8"
"1842","2017","Scottish Borders","Neighbour disputes","*","*","2.1","5.4","*","6.1"
"1843","2017","Shetland Islands","Neighbour disputes","-","*","2.7","0.9","-","1.7"
"1844","2017","South Ayrshire","Neighbour disputes","*","1.4","2.5","*","1.8","2.6"
"1845","2017","South Lanarkshire","Neighbour disputes","11.4","2.5","1.3","1.4","1.5","3.4"
"1846","2017","Stirling","Neighbour disputes","*","*","*","1.4","1.1","1.7"
"1847","2017","West Dunbartonshire","Neighbour disputes","11.9","5.2","*","*","*","8.3"
"1848","2017","West Lothian","Neighbour disputes","9.2","5.8","2.3","*","*","4"
"1849","2017","Aberdeen City","Rubbish / litter lying around","*","20.1","41.6","10.7","7.6","19.4"
"1850","2017","Aberdeenshire","Rubbish / litter lying around","*","*","8.2","16.9","12.2","14.3"
"1851","2017","Angus","Rubbish / litter lying around","*","*","24.1","7.1","*","21.3"
"1852","2017","Argyll & Bute","Rubbish / litter lying around","*","*","14.7","25.6","*","20.6"
"1853","2017","Clackmannanshire","Rubbish / litter lying around","24.2","20.7","8.6","*","*","16.2"
"1854","2017","Dumfries & Galloway","Rubbish / litter lying around","*","42.5","24.2","*","*","30"
"1855","2017","Dundee City","Rubbish / litter lying around","51.5","*","*","*","*","30.1"
"1856","2017","East Ayrshire","Rubbish / litter lying around","48.4","33","*","*","*","32.9"
"1857","2017","East Dunbartonshire","Rubbish / litter lying around","*","*","*","*","20.3","27.9"
"1858","2017","East Lothian","Rubbish / litter lying around","*","31.3","27.6","21.6","*","26.4"
"1859","2017","East Renfrewshire","Rubbish / litter lying around","*","*","*","*","13.7","19.7"
"1860","2017","Edinburgh, City of","Rubbish / litter lying around","65.5","47.3","47.6","40.7","28.8","40.9"
"1861","2017","Falkirk","Rubbish / litter lying around","*","24.1","38.1","19.6","*","28.1"
